,country,iso3,region,year,score,rank,sources,standardError
260,Canada,CAN,AME,2021,74.0,13.0,8.0,2.3
261,Canada,CAN,AME,2020,77.0,11.0,8.0,1.77
262,Canada,CAN,AME,2019,77.0,12.0,8.0,2.8
263,Canada,CAN,AME,2018,81.0,9.0,8.0,2.16
264,Canada,CAN,AME,2017,82.0,8.0,8.0,1.49
265,Canada,CAN,AME,2016,82.0,9.0,7.0,2.03
266,Canada,CAN,AME,2015,83.0,10.0,7.0,1.63
267,Canada,CAN,AME,2014,81.0,10.0,7.0,2.45
268,Canada,CAN,AME,2013,81.0,9.0,7.0,2.4
269,Canada,CAN,AME,2012,84.0,9.0,7.0,2.2
